"","Matricula","Campus","Facultad","Carrera","Proceso","HoraRegistro"
"2831","218068","ULV","FT","TEO","Solicitud de Cálculo de Cobro",2021-07-27 12:12:57
"2832","218068","ULV","FT","TEO","Asignación de Cálculo de Cobro",2021-07-27 15:30:33
"2833","218068","ULV","FT","TEO","Confirmación Pago Deposito",2021-07-28 17:02:11
"2834","218068","ULV","FT","TEO","Inscripción Finalizada",2021-07-28 17:16:00
"2835","218068","ULV","FT","TEO","Solicitud de Carga Académica",2022-01-18 12:52:25
"2836","218068","ULV","FT","TEO","Asignación de Cálculo de Cobro",2021-08-16 17:19:24
"2837","218068","ULV","FT","TEO","Asignación de Cálculo de Cobro",2022-01-19 10:24:31
"2838","218068","ULV","FT","TEO","Asignación de Carga Académica",2022-01-18 18:00:00
"2839","218068","ULV","FT","TEO","Solicitud de Cálculo de Cobro",2022-01-19 08:40:28
"2840","218068","ULV","FT","TEO","Confirmación Pago Deposito",2022-01-19 17:13:59
"2841","218068","ULV","FT","TEO","Inscripción Finalizada",2022-01-19 18:09:34
"2842","218069","ULV","FT","TEO","Solicitud de Carga Académica",2022-01-20 18:32:08
"2843","218069","ULV","FT","TEO","Pago Deposito/Tranferencia",2022-01-23 12:54:44
"2844","218069","ULV","FT","TEO","Asignación de Cálculo de Cobro",2022-01-23 10:49:11
"2845","218069","ULV","FT","TEO","Solicitud de Cálculo de Cobro",2022-01-23 10:28:26
"2846","218069","ULV","FT","TEO","Confirmación Pago Deposito",2022-01-23 16:47:29
"2847","218069","ULV","FT","TEO","Inscripción Finalizada",2022-01-23 16:56:11
"2848","218069","ULV","FT","TEO","Asignación de Carga Académica",2022-01-23 10:26:05
"2849","218069","ULV","FT","TEO","Asignación de Cálculo de Cobro",2021-07-29 16:59:15
"2850","218069","ULV","FT","TEO","Asignación de Carga Académica",2021-07-29 15:24:50
"2851","218069","ULV","FT","TEO","Solicitud de Cálculo de Cobro",2021-07-29 16:05:46
"2852","218069","ULV","FT","TEO","Solicitud de Carga Académica",2021-07-29 11:29:19
"2853","218069","ULV","FT","TEO","Inscripción Finalizada",2021-08-03 11:18:18
"2854","218069","ULV","FT","TEO","Confirmación Pago Deposito",2021-08-03 10:45:38
"2855","218069","ULV","FT","TEO","Pago Deposito/Tranferencia",2021-08-02 21:07:46
"2856","218074","ULV","FCS","ENF","Solicitud de Carga Académica",2021-08-11 15:45:48
"2857","218074","ULV","FCS","ENF","Asignación de Cálculo de Cobro",2021-08-13 12:18:00
"2858","218074","ULV","FCS","ENF","Solicitud de Cálculo de Cobro",2021-08-13 11:29:29
"2859","218074","ULV","FCS","ENF","Asignación de Carga Académica",2021-08-13 11:14:14
"2860","218074","ULV","FCS","ENF","Asignación de Carga Académica",2021-08-13 11:15:41
"2861","218074","ULV","FCS","ENF","Confirmación Pago Deposito",2021-08-16 17:43:04
"2862","218074","ULV","FCS","ENF","Inscripción Finalizada",2021-08-16 17:45:01
"2863","218074","ULV","FCS","ENF","Inscripción Finalizada",2022-02-07 17:00:35
"2864","218074","ULV","FCS","ENF","Confirmación Pago Deposito",2022-02-04 09:34:42
"2865","218074","ULV","FCS","ENF","Asignación de Carga Académica",2022-02-03 15:17:13
"2866","218074","ULV","FCS","ENF","Asignación de Cálculo de Cobro",2022-02-03 16:22:29
"2867","218074","ULV","FCS","ENF","Solicitud de Carga Académica",2022-02-03 13:42:30
"2868","218075","ULV","FCS","ENF","Asignación de Cálculo de Cobro",2022-02-07 12:38:26
"2869","218075","ULV","FCS","ENF","Asignación de Cálculo de Cobro",2022-02-07 12:40:50
"2870","218075","ULV","FCS","ENF","Inscripción Finalizada",2022-01-31 10:18:33
"2871","218075","ULV","FCS","ENF","Confirmación Pago Deposito",2022-01-28 13:39:10
"2872","218075","ULV","FCS","ENF","Pago Deposito/Tranferencia",2022-01-18 12:31:10
"2873","218075","ULV","FCS","ENF","Pago Deposito/Tranferencia",2022-01-17 16:42:07
"2874","218075","ULV","FCS","ENF","Asignación de Cálculo de Cobro",2022-01-17 16:30:13
"2875","218075","ULV","FCS","ENF","Asignación de Carga Académica",2022-01-17 14:03:21
"2876","218075","ULV","FCS","ENF","Solicitud de Cálculo de Cobro",2022-01-17 14:10:58
"2877","218075","ULV","FCS","ENF","Asignación de Cálculo de Cobro",2021-10-04 10:40:21
"2878","218075","ULV","FCS","ENF","Solicitud de Carga Académica",2022-01-17 09:48:13
"2879","218075","ULV","FCS","ENF","Pago Deposito/Tranferencia",2022-01-20 12:12:14
"2880","218075","ULV","FCS","ENF","Inscripción Finalizada",2021-08-08 17:12:13
"2881","218075","ULV","FCS","ENF","Confirmación Pago Deposito",2021-08-08 17:10:20
"2882","218075","ULV","FCS","ENF","Pago Deposito/Tranferencia",2021-08-06 12:37:58
"2883","218075","ULV","FCS","ENF","Solicitud de Cálculo de Cobro",2021-07-27 16:49:32
"2884","218075","ULV","FCS","ENF","Asignación de Carga Académica",2021-07-27 13:16:06
"2885","218075","ULV","FCS","ENF","Asignación de Cálculo de Cobro",2021-07-28 15:22:01
"2886","218075","ULV","FCS","ENF","Asignación de Cálculo de Cobro",2021-07-27 18:23:34
"2887","218075","ULV","FCS","ENF","Pago Deposito/Tranferencia",2021-07-27 19:41:49
"2888","218075","ULV","FCS","ENF","Solicitud de Carga Académica",2021-07-26 09:56:12
"2889","218086","ULV","FT","TEO","Asignación de Cálculo de Cobro",2021-09-27 11:18:48
"2890","218086","ULV","FT","TEO","Asignación de Cálculo de Cobro",2021-09-07 15:24:46
"2891","218086","ULV","FT","TEO","Asignación de Cálculo de Cobro",2021-09-02 18:03:41
"2892","218086","ULV","FT","TEO","Solicitud de Cálculo de Cobro",2021-08-26 17:41:47
"2893","218086","ULV","FT","TEO","Asignación de Cálculo de Cobro",2021-08-26 17:46:51
"2894","218086","ULV","FT","TEO","Confirmación Pago Deposito",2021-08-26 17:52:15
"2895","218086","ULV","FT","TEO","Asignación de Carga Académica",2021-08-26 17:36:57
"2896","218086","ULV","FT","TEO","Inscripción Finalizada",2021-08-27 08:38:18
"2897","218086","ULV","FT","TEO","Solicitud de Carga Académica",2021-08-26 16:26:16
"2898","218086","ULV","FT","TEO","Inscripción Finalizada",2022-02-07 11:35:12
"2899","218086","ULV","FT","TEO","Asignación de Cálculo de Cobro",2022-02-07 10:08:00
"2900","218086","ULV","FT","TEO","Confirmación Pago Deposito",2022-02-07 10:11:22
"2901","218086","ULV","FT","TEO","Solicitud de Cálculo de Cobro",2022-02-07 08:53:58
"2902","218086","ULV","FT","TEO","Asignación de Carga Académica",2022-02-03 11:00:46
"2903","218086","ULV","FT","TEO","Asignación de Carga Académica",2022-02-03 09:54:19
"2904","218086","ULV","FT","TEO","Solicitud de Carga Académica",2022-02-03 08:55:52
"2905","218088","ULV","NM","BACH","Solicitud de Carga Académica",2021-08-24 18:07:12
"2906","218089","ULV","NM","SEC","Asignación de Cálculo de Cobro",2021-08-20 12:20:05
"2907","218089","ULV","NM","SEC","Solicitud de Cálculo de Cobro",2021-08-20 11:50:39
"2908","218089","ULV","NM","SEC","Solicitud de Carga Académica",2021-08-13 12:27:19
"2909","218089","ULV","NM","SEC","Asignación de Carga Académica",2021-08-13 13:43:23
"2910","218094","TUXTLA","FCSTGZ","ENFTGZ","Solicitud de Carga Académica",2021-08-02 09:35:47
"2911","218094","TUXTLA","FCSTGZ","ENFTGZ","Inscripción Finalizada",2021-08-06 12:51:25
"2912","218094","TUXTLA","FCSTGZ","ENFTGZ","Confirmación Pago Deposito",2021-08-06 12:42:41
"2913","218094","TUXTLA","FCSTGZ","ENFTGZ","Pago Deposito/Tranferencia",2021-08-05 14:51:35
"2914","218094","TUXTLA","FCSTGZ","ENFTGZ","Pago Deposito/Tranferencia",2021-08-05 15:07:26
"2915","218094","TUXTLA","FCSTGZ","ENFTGZ","Pago Deposito/Tranferencia",2021-08-04 23:00:48
"2916","218094","TUXTLA","FCSTGZ","ENFTGZ","Asignación de Carga Académica",2021-08-03 12:44:22
"2917","218094","TUXTLA","FCSTGZ","ENFTGZ","Asignación de Cálculo de Cobro",2021-08-04 15:06:03
"2918","218094","TUXTLA","FCSTGZ","ENFTGZ","Solicitud de Cálculo de Cobro",2021-08-03 21:33:31
"2919","218094","TUXTLA","FCSTGZ","ENFTGZ","Solicitud de Carga Académica",2022-01-18 07:41:01
"2920","218094","TUXTLA","FCSTGZ","ENFTGZ","Solicitud de Cálculo de Cobro",2022-01-18 12:21:44
"2921","218094","TUXTLA","FCSTGZ","ENFTGZ","Asignación de Carga Académica",2022-01-18 11:23:02
"2922","218094","TUXTLA","FCSTGZ","ENFTGZ","Asignación de Cálculo de Cobro",2022-01-18 13:37:57
"2923","218094","TUXTLA","FCSTGZ","ENFTGZ","Pago Deposito/Tranferencia",2022-01-19 09:22:08
"2924","218094","TUXTLA","FCSTGZ","ENFTGZ","Pago Deposito/Tranferencia",2022-01-18 15:18:40
"2925","218094","TUXTLA","FCSTGZ","ENFTGZ","Confirmación Pago Deposito",2022-01-20 17:59:41
"2926","218094","TUXTLA","FCSTGZ","ENFTGZ","Inscripción Finalizada",2022-01-20 19:32:07
"2927","218095","TUXTLA","FCSTGZ","ENFTGZ","Confirmación Pago Deposito",2022-01-19 11:46:14
"2928","218095","TUXTLA","FCSTGZ","ENFTGZ","Inscripción Finalizada",2022-01-20 15:16:54
"2929","218095","TUXTLA","FCSTGZ","ENFTGZ","Solicitud de Cálculo de Cobro",2022-01-18 13:43:28
"2930","218095","TUXTLA","FCSTGZ","ENFTGZ","Asignación de Cálculo de Cobro",2022-01-18 13:56:30
"2931","218095","TUXTLA","FCSTGZ","ENFTGZ","Asignación de Carga Académica",2022-01-18 11:24:05
"2932","218095","TUXTLA","FCSTGZ","ENFTGZ","Solicitud de Carga Académica",2022-01-17 20:07:10
"2933","218095","TUXTLA","FCSTGZ","ENFTGZ","Solicitud de Cálculo de Cobro",2021-08-04 15:50:20
"2934","218095","TUXTLA","FCSTGZ","ENFTGZ","Asignación de Carga Académica",2021-08-03 12:44:01
"2935","218095","TUXTLA","FCSTGZ","ENFTGZ","Asignación de Cálculo de Cobro",2021-08-05 09:51:44
"2936","218095","TUXTLA","FCSTGZ","ENFTGZ","Inscripción Finalizada",2021-08-05 14:51:09
"2937","218095","TUXTLA","FCSTGZ","ENFTGZ","Confirmación Pago Deposito",2021-08-05 14:22:29
"2938","218095","TUXTLA","FCSTGZ","ENFTGZ","Solicitud de Carga Académica",2021-08-02 08:55:52
"2939","218103","ULV","FT","TEO","Solicitud de Carga Académica",2021-07-26 11:45:39
"2940","218103","ULV","FT","TEO","Asignación de Carga Académica",2021-07-26 15:36:06
"2941","218103","ULV","FT","TEO","Solicitud de Cálculo de Cobro",2021-07-26 15:51:36
"2942","218103","ULV","FT","TEO","Asignación de Cálculo de Cobro",2021-07-26 16:59:24
"2943","218103","ULV","FT","TEO","Confirmación Pago Deposito",2021-08-06 12:31:35
"2944","218103","ULV","FT","TEO","Inscripción Finalizada",2021-08-06 13:56:01
"2945","218103","ULV","FT","TEO","Asignación de Cálculo de Cobro",2021-08-09 11:54:25
"2946","218103","ULV","FT","TEO","Solicitud de Carga Académica",2022-01-17 16:47:06
"2947","218103","ULV","FT","TEO","Solicitud de Cálculo de Cobro",2022-01-18 12:22:06
"2948","218103","ULV","FT","TEO","Asignación de Carga Académica",2022-01-18 12:17:37
"2949","218103","ULV","FT","TEO","Confirmación Pago Deposito",2022-01-20 12:10:34
"2950","218103","ULV","FT","TEO","Asignación de Cálculo de Cobro",2022-01-18 16:11:05
"2951","218103","ULV","FT","TEO","Inscripción Finalizada",2022-01-20 18:58:39
"2952","218104","ULV","FT","TEO","Asignación de Cálculo de Cobro",2022-01-20 17:06:29
"2953","218104","ULV","FT","TEO","Confirmación Pago Deposito",2022-01-21 12:56:06
"2954","218104","ULV","FT","TEO","Inscripción Finalizada",2022-01-23 08:38:12
"2955","218104","ULV","FT","TEO","Asignación de Carga Académica",2022-01-18 17:26:17
"2956","218104","ULV","FT","TEO","Solicitud de Cálculo de Cobro",2022-01-19 15:04:02
"2957","218104","ULV","FT","TEO","Solicitud de Carga Académica",2022-01-17 12:01:58
"2958","218104","ULV","FT","TEO","Asignación de Cálculo de Cobro",2021-08-18 15:24:02
"2959","218104","ULV","FT","TEO","Confirmación Pago Deposito",2021-08-18 15:27:35
"2960","218104","ULV","FT","TEO","Inscripción Finalizada",2021-08-18 15:29:20
"2961","218104","ULV","FT","TEO","Solicitud de Cálculo de Cobro",2021-08-15 12:14:02
"2962","218104","ULV","FT","TEO","Asignación de Cálculo de Cobro",2021-08-15 12:41:03
"2963","218104","ULV","FT","TEO","Asignación de Carga Académica",2021-08-13 11:33:46
"2964","218104","ULV","FT","TEO","Solicitud de Carga Académica",2021-08-12 16:44:03
"2965","218108","ULV","FCA","CPF","Confirmación Pago Deposito",2021-08-08 15:44:26
"2966","218108","ULV","FCA","CPF","Inscripción Finalizada",2021-08-08 16:10:32
"2967","218108","ULV","FCA","CPF","Solicitud de Carga Académica",2021-07-26 22:34:52
"2968","218108","ULV","FCA","CPF","Solicitud de Cálculo de Cobro",2021-07-27 19:56:32
"2969","218108","ULV","FCA","CPF","Asignación de Cálculo de Cobro",2021-07-28 10:28:59
"2970","218108","ULV","FCA","CPF","Asignación de Carga Académica",2021-07-27 13:25:05
"2971","218108","ULV","FCA","CPF","Solicitud de Carga Académica",2022-01-15 19:15:01
"2972","218108","ULV","FCA","CPF","Asignación de Cálculo de Cobro",2022-01-18 08:37:35
"2973","218108","ULV","FCA","CPF","Asignación de Carga Académica",2022-01-17 18:47:21
"2974","218108","ULV","FCA","CPF","Solicitud de Cálculo de Cobro",2022-01-17 18:48:43
"2975","218108","ULV","FCA","CPF","Pago Deposito/Tranferencia",2022-01-20 13:16:57
"2976","218108","ULV","FCA","CPF","Pago Deposito/Tranferencia",2022-01-20 13:18:44
"2977","218108","ULV","FCA","CPF","Confirmación Pago Deposito",2022-01-20 16:10:29
"2978","218108","ULV","FCA","CPF","Pago Deposito/Tranferencia",2022-01-20 10:07:44
"2979","218108","ULV","FCA","CPF","Inscripción Finalizada",2022-01-20 18:30:53
"2980","218110","ULV","FCS","ENF","Asignación de Carga Académica",2022-01-21 14:04:02
"2981","218110","ULV","FCS","ENF","Solicitud de Carga Académica",2022-01-21 13:53:10
"2982","218110","ULV","FCS","ENF","Solicitud de Carga Académica",2021-08-18 16:07:09
"2983","218110","ULV","FCS","ENF","Asignación de Carga Académica",2021-08-18 16:25:37
"2984","218110","ULV","FCS","ENF","Asignación de Carga Académica",2021-08-18 16:25:43
"2985","218110","ULV","FCS","ENF","Solicitud de Cálculo de Cobro",2021-08-20 13:29:07
"2986","218110","ULV","FCS","ENF","Pago Deposito/Tranferencia",2021-08-20 14:17:02
"2987","218110","ULV","FCS","ENF","Pago Deposito/Tranferencia",2021-08-20 14:17:05
"2988","218110","ULV","FCS","ENF","Pago Deposito/Tranferencia",2021-08-20 14:21:27
"2989","218110","ULV","FCS","ENF","Pago Deposito/Tranferencia",2021-08-20 14:21:30
"2990","218110","ULV","FCS","ENF","Pago Deposito/Tranferencia",2021-08-20 14:05:11
"2991","218110","ULV","FCS","ENF","Asignación de Cálculo de Cobro",2021-08-20 13:36:05
"2992","218110","ULV","FCS","ENF","Confirmación Pago Deposito",2021-08-27 13:18:27
"2993","218110","ULV","FCS","ENF","Asignación de Cálculo de Cobro",2021-08-30 16:34:06
"2994","218110","ULV","FCS","ENF","Solicitud de Cálculo de Cobro",2022-01-31 13:40:54
"2995","218110","ULV","FCS","ENF","Asignación de Cálculo de Cobro",2022-01-31 15:34:59
"2996","218110","ULV","FCS","ENF","Pago Deposito/Tranferencia",2022-01-31 15:41:26
"2997","218110","ULV","FCS","ENF","Pago Deposito/Tranferencia",2022-01-31 18:33:32
"2998","218110","ULV","FCS","ENF","Inscripción Finalizada",2022-02-02 10:05:16
"2999","218110","ULV","FCS","ENF","Confirmación Pago Deposito",2022-02-02 09:35:29
"3000","218110","ULV","FCS","ENF","Pago Deposito/Tranferencia",2022-02-01 14:24:24
"3001","218110","ULV","FCS","ENF","Pago Deposito/Tranferencia",2022-02-01 14:01:01
"3002","218110","ULV","FCS","ENF","Asignación de Cálculo de Cobro",2022-02-09 16:58:29
"3003","218111","TUXTLA","FCSTGZ","ENFTGZ","Solicitud de Carga Académica",2022-01-18 12:07:42
"3004","218111","TUXTLA","FCSTGZ","ENFTGZ","Inscripción Finalizada",2022-01-20 15:21:58
"3005","218111","TUXTLA","FCSTGZ","ENFTGZ","Confirmación Pago Deposito",2022-01-20 12:50:43
"3006","218111","TUXTLA","FCSTGZ","ENFTGZ","Asignación de Cálculo de Cobro",2022-01-19 10:34:34
"3007","218111","TUXTLA","FCSTGZ","ENFTGZ","Asignación de Carga Académica",2022-01-18 14:27:50
"3008","218111","TUXTLA","FCSTGZ","ENFTGZ","Solicitud de Cálculo de Cobro",2022-01-19 09:25:01
"3009","218111","TUXTLA","FCSTGZ","ENFTGZ","Solicitud de Carga Académica",2021-08-02 14:17:45
"3010","218111","TUXTLA","FCSTGZ","ENFTGZ","Inscripción Finalizada",2021-08-05 12:37:38
"3011","218111","TUXTLA","FCSTGZ","ENFTGZ","Confirmación Pago Deposito",2021-08-05 12:33:59
"3012","218111","TUXTLA","FCSTGZ","ENFTGZ","Solicitud de Cálculo de Cobro",2021-08-03 13:43:17
"3013","218111","TUXTLA","FCSTGZ","ENFTGZ","Asignación de Carga Académica",2021-08-02 20:22:06
"3014","218111","TUXTLA","FCSTGZ","ENFTGZ","Asignación de Carga Académica",2021-08-02 17:40:56
"3015","218111","TUXTLA","FCSTGZ","ENFTGZ","Asignación de Cálculo de Cobro",2021-08-04 11:05:27
"3016","218111","TUXTLA","FCSTGZ","ENFTGZ","Asignación de Cálculo de Cobro",2021-08-04 11:22:36
"3017","218115","ULV","FT","TEO","Solicitud de Cálculo de Cobro",2021-07-27 12:08:41
"3018","218115","ULV","FT","TEO","Asignación de Carga Académica",2021-07-27 12:04:34
"3019","218115","ULV","FT","TEO","Confirmación Pago Deposito",2021-07-27 15:53:23
"3020","218115","ULV","FT","TEO","Inscripción Finalizada",2021-07-27 15:56:09
"3021","218115","ULV","FT","TEO","Asignación de Cálculo de Cobro",2021-07-27 15:19:21
"3022","218115","ULV","FT","TEO","Solicitud de Carga Académica",2021-07-26 20:25:44
"3023","218115","ULV","FT","TEO","Pago Deposito/Tranferencia",2022-01-23 12:51:48
"3024","218115","ULV","FT","TEO","Solicitud de Cálculo de Cobro",2022-01-21 11:58:59
"3025","218115","ULV","FT","TEO","Asignación de Cálculo de Cobro",2022-01-21 12:41:19
"3026","218115","ULV","FT","TEO","Asignación de Carga Académica",2022-01-21 11:57:15
"3027","218115","ULV","FT","TEO","Solicitud de Carga Académica",2022-01-17 17:41:31
"3028","218115","ULV","FT","TEO","Inscripción Finalizada",2022-01-27 10:02:09
"3029","218115","ULV","FT","TEO","Confirmación Pago Deposito",2022-01-24 12:53:19
"3030","218116","ULV","FCS","ENF","Inscripción Finalizada",2022-01-26 12:52:18
"3031","218116","ULV","FCS","ENF","Asignación de Cálculo de Cobro",2021-08-18 11:56:24
"3032","218116","ULV","FCS","ENF","Asignación de Cálculo de Cobro",2022-01-20 16:48:26
"3033","218116","ULV","FCS","ENF","Confirmación Pago Deposito",2022-01-23 10:30:39
"3034","218116","ULV","FCS","ENF","Pago Deposito/Tranferencia",2022-01-23 08:51:19
"3035","218116","ULV","FCS","ENF","Pago Deposito/Tranferencia",2022-01-23 08:56:03
"3036","218116","ULV","FCS","ENF","Pago Deposito/Tranferencia",2022-01-23 08:58:28
"3037","218116","ULV","FCS","ENF","Solicitud de Carga Académica",2022-01-20 14:39:36
"3038","218116","ULV","FCS","ENF","Asignación de Carga Académica",2022-01-20 14:59:40
"3039","218116","ULV","FCS","ENF","Solicitud de Cálculo de Cobro",2022-01-20 15:00:59
"3040","218116","ULV","FCS","ENF","Asignación de Carga Académica",2021-07-27 10:34:06
"3041","218116","ULV","FCS","ENF","Solicitud de Carga Académica",2021-07-26 10:55:24
"3042","218116","ULV","FCS","ENF","Asignación de Cálculo de Cobro",2021-07-28 17:30:07
"3043","218116","ULV","FCS","ENF","Solicitud de Cálculo de Cobro",2021-07-28 15:49:58
"3044","218116","ULV","FCS","ENF","Inscripción Finalizada",2021-08-04 18:20:59
"3045","218116","ULV","FCS","ENF","Confirmación Pago Deposito",2021-08-04 16:07:44
"3046","218117","ULV","FCS","ENF","Confirmación Pago Deposito",2021-07-28 16:36:09
"3047","218117","ULV","FCS","ENF","Inscripción Finalizada",2021-07-28 16:50:14
"3048","218117","ULV","FCS","ENF","Solicitud de Carga Académica",2021-07-26 22:40:02
"3049","218117","ULV","FCS","ENF","Asignación de Carga Académica",2021-07-27 17:36:53
"3050","218117","ULV","FCS","ENF","Solicitud de Cálculo de Cobro",2021-07-27 17:38:52
"3051","218117","ULV","FCS","ENF","Pago Deposito/Tranferencia",2021-07-28 11:27:56
"3052","218117","ULV","FCS","ENF","Asignación de Cálculo de Cobro",2021-07-27 18:26:10
"3053","218117","ULV","FCS","ENF","Asignación de Cálculo de Cobro",2021-07-28 15:30:09
"3054","218117","ULV","FCS","ENF","Pago Deposito/Tranferencia",2021-07-28 13:11:25
"3055","218117","ULV","FCS","ENF","Pago Deposito/Tranferencia",2021-07-28 13:11:26
"3056","218117","ULV","FCS","ENF","Asignación de Cálculo de Cobro",2022-01-20 11:10:29
"3057","218117","ULV","FCS","ENF","Solicitud de Cálculo de Cobro",2022-01-19 21:08:17
"3058","218117","ULV","FCS","ENF","Asignación de Carga Académica",2022-01-19 18:57:22
"3059","218117","ULV","FCS","ENF","Solicitud de Carga Académica",2022-01-19 16:38:22
"3060","218117","ULV","FCS","ENF","Confirmación Pago Deposito",2022-01-23 10:22:57
"3061","218117","ULV","FCS","ENF","Pago Deposito/Tranferencia",2022-01-21 17:31:07
"3062","218117","ULV","FCS","ENF","Pago Deposito/Tranferencia",2022-01-21 12:10:19
